original,suggested_brand_id,display_name,manufacturer,confidence,rule,reasons,requires_review
HARMAN HARDON,harman-hardon,Harman Hardon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HARMAN KARDON,harman-kardon,Harman Kardon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HAUPPAUGE,hauppauge,Hauppauge,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HB,hb,Hb,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HB DIGITAL,hb-digital,Hb Digital,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HE@D,he-d,He@D,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HGomx,hgomx,HGomx,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HIMEDIA,himedia,Himedia,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HIPHOPTOY,hiphoptoy,Hiphoptoy,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HIRSCHMANN,hirschmann,Hirschmann,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HISENSE,hisense,Hisense,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HITACHI,hitachi,Hitachi,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HITEKER,hiteker,Hiteker,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HLKZine,hlkzine,HLKZine,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HOBOT,hobot,Hobot,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HP,hp,Hp,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HQ,hq,Hq,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HQV,hqv,Hqv,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HUAWEI,huawei,Huawei,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HUMAX,humax,Humax,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Haier,haier,Haier,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Haivision,haivision,Haivision,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hallmark,hallmark,Hallmark,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hama,hama,Hama,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hampton Bay,hampton-bay,Hampton Bay,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hampton_Bay,hampton-bay,Hampton_Bay,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Harman_Kardon,harman-kardon,Harman_Kardon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Harman_Video,harman-video,Harman_Video,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Harmony,harmony,Harmony,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hasbro,hasbro,Hasbro,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hatari,hatari,Hatari,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hauppauge,hauppauge,Hauppauge,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hayear,hayear,Hayear,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hello_Kitty,hello-kitty,Hello_Kitty,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Herma,herma,Herma,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hermstedt,hermstedt,Hermstedt,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hewlett_Packard,hewlett-packard,Hewlett_Packard,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HexBug_Remote,hexbug-remote,HexBug_Remote,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hieneking_Media,hieneking-media,Hieneking_Media,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hikvision,hikvision,Hikvision,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hinen_Electronics,hinen-electronics,Hinen_Electronics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hip_Interactive,hip-interactive,Hip_Interactive,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hirschmann,hirschmann,Hirschmann,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hisense,hisense,Hisense,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hitachi,hitachi,Hitachi,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hiteker,hiteker,Hiteker,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hivion,hivion,Hivion,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hob2Hood,hob2hood,Hob2Hood,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hokkaido,hokkaido,Hokkaido,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Holmes,holmes,Holmes,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Homday,homday,Homday,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
HomeMost_LED,homemost-led,HomeMost_LED,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Homecast,homecast,Homecast,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Homedics,homedics,Homedics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Homezest,homezest,Homezest,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Honeywell,honeywell,Honeywell,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hotels,hotels,Hotels,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Houston_Tracking_Systems,houston-tracking-systems,Houston_Tracking_Systems,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hovvida,hovvida,Hovvida,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Huawei,huawei,Huawei,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hughes,hughes,Hughes,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hughes_JVC,hughes-jvc,Hughes_JVC,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Humax,humax,Humax,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hunter_Douglas,hunter-douglas,Hunter_Douglas,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hxweiye,hxweiye,Hxweiye,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Hyundai,hyundai,Hyundai,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
I-O_Data,i-o-data,I-O_Data,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
I-Point,i-point,I-Point,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
I24,i24,I24,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IAMM,iamm,Iamm,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IBIZA_Sound,ibiza-sound,IBIZA_Sound,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ID DIGITAL,id-digital,Id Digital,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IECC,iecc,Iecc,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ILIVE,ilive,Ilive,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IMPERIAL,imperial,Imperial,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IMerge,imerge,IMerge,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IN-TECH,in-tech,In-Tech,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
INFOCUS,infocus,Infocus,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
INNO-HIT,inno-hit,Inno-Hit,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
INSIGNIA,insignia,Insignia,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
INVERTO,inverto,Inverto,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IOMEGA,iomega,Iomega,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ION,ion,Ion,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IQAir,iqair,IQAir,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IR4PS3,ir4ps3,Ir4Ps3,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IRRADIO,irradio,Irradio,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ISY,isy,Isy,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ITT,itt,Itt,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Igenix,igenix,Igenix,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Illusion,illusion,Illusion,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Imerge,imerge,Imerge,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
InFocus,infocus,InFocus,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
InFocus_Systems,infocus-systems,InFocus_Systems,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Innova,innova,Innova,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Insigna,insigna,Insigna,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Insignia,insignia,Insignia,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Instant_Replay,instant-replay,Instant_Replay,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Integra,integra,Integra,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
IntelliNet_Controls,intellinet-controls,IntelliNet_Controls,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Interact,interact,Interact,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Intervideo,intervideo,Intervideo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Intervision,intervision,Intervision,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Inventum,inventum,Inventum,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
